servers,workload,cpu,energy,temperature,efficiency
2,78.29,100.0,272.0,38.13,85.41
2,78.44,100.0,272.0,38.16,85.41
2,78.57,100.0,272.0,38.15,85.42
2,78.59,100.0,272.0,38.12,85.42
2,78.74,100.0,272.0,38.14,85.43
2,78.9,100.0,272.0,38.07,85.43
2,79.07,100.0,272.0,38.04,85.44
2,79.12,100.0,272.0,38.08,85.44
2,79.17,100.0,272.0,37.95,85.44
2,79.21,100.0,272.0,37.84,85.45
2,79.25,100.0,272.0,37.78,85.45
2,79.29,100.0,272.0,37.8,85.45
2,79.25,100.0,272.0,37.94,85.45
2,79.22,100.0,272.0,38.0,85.45
2,79.17,100.0,272.0,38.01,85.44
2,79.14,100.0,272.0,37.93,85.44
2,79.11,100.0,272.0,37.84,85.44
2,79.11,100.0,272.0,37.82,85.44
2,78.98,100.0,272.0,37.77,85.44
2,78.75,100.0,272.0,37.83,85.43
2,78.54,100.0,272.0,37.73,85.42
2,78.52,100.0,272.0,37.71,85.42
2,78.42,100.0,272.0,37.71,85.41
2,78.23,100.0,272.0,37.82,85.4
2,77.9,100.0,272.0,37.82,85.39
2,77.77,100.0,272.0,37.74,85.38
2,77.54,100.0,272.0,37.82,85.37
2,77.29,100.0,272.0,37.74,85.36
2,77.01,100.0,272.0,37.79,85.35
2,76.77,100.0,272.0,37.83,85.34
2,76.46,100.0,272.0,37.77,85.32
2,76.02,100.0,272.0,37.86,85.3
2,75.72,100.0,272.0,37.85,85.29
2,75.23,100.0,272.0,37.85,85.26
2,74.69,100.0,272.0,37.78,85.24
2,74.21,100.0,272.0,37.83,85.21
2,73.73,100.0,272.0,37.91,85.19
2,73.19,100.0,272.0,38.0,85.16
2,72.63,100.0,272.0,37.91,85.14
2,71.96,100.0,272.0,37.79,85.1
2,71.26,100.0,272.0,37.77,85.06
2,70.78,100.0,272.0,37.75,85.04
2,70.19,100.0,272.0,37.82,85.0
2,69.39,100.0,272.0,37.86,84.96
2,68.66,100.0,272.0,37.81,84.92
2,68.0,100.0,272.0,37.76,84.88
2,67.29,100.0,272.0,37.77,84.84
2,66.62,100.0,272.0,37.73,84.8
2,65.93,100.0,272.0,37.64,84.75
2,65.27,100.0,272.0,37.75,84.71
2,64.65,100.0,272.0,37.66,84.67
2,63.93,100.0,272.0,37.71,84.63
2,63.32,100.0,272.0,37.61,84.58
2,62.71,100.0,272.0,37.66,84.54
2,62.03,100.0,272.0,37.64,84.49
2,61.23,100.0,272.0,37.75,84.44
2,60.5,100.0,272.0,37.77,84.38
2,59.8,100.0,272.0,37.81,84.33
2,59.05,100.0,272.0,37.8,84.27
2,58.31,100.0,272.0,37.75,84.22
2,57.58,100.0,272.0,37.75,84.16
2,56.85,100.0,272.0,37.65,84.1
2,56.15,100.0,272.0,37.66,84.04
2,55.41,100.0,272.0,37.62,83.97
2,54.81,100.0,272.0,37.59,83.92
2,53.95,100.0,272.0,37.61,83.84
2,53.27,100.0,272.0,37.69,83.77
2,52.63,100.0,272.0,37.59,83.71
2,51.92,100.0,272.0,37.55,83.64
2,51.16,100.0,272.0,37.56,83.56
2,50.44,100.0,272.0,37.62,83.49
2,49.73,100.0,272.0,37.65,83.41
2,48.98,100.0,272.0,37.63,83.33
2,48.2,100.0,272.0,37.62,83.24
2,47.54,100.0,272.0,37.63,83.16
2,46.77,100.0,272.0,37.68,83.06
2,46.02,100.0,272.0,37.68,82.97
2,45.42,100.0,272.0,37.55,82.89
2,44.88,100.0,272.0,37.53,82.82
2,44.34,100.0,272.0,37.64,82.75
2,43.76,100.0,272.0,37.73,82.66
2,43.25,100.0,272.0,37.63,82.59
2,42.71,100.0,272.0,37.73,82.51
2,42.04,100.0,272.0,37.8,82.41
2,41.62,100.0,272.0,37.78,82.34
2,41.08,100.0,272.0,37.93,82.26
2,40.55,100.0,272.0,37.96,82.17
2,40.17,100.0,272.0,38.17,82.11
2,39.86,100.0,272.0,38.33,82.06
2,39.56,100.0,272.0,38.39,82.0
2,39.13,100.0,272.0,38.27,81.93
2,38.84,100.0,272.0,38.3,81.88
2,38.5,100.0,272.0,38.29,81.82
2,38.13,100.0,272.0,38.19,81.75
2,37.77,100.0,272.0,38.19,81.68
2,37.54,100.0,272.0,38.26,81.63
2,37.24,100.0,272.0,38.39,81.58
2,37.14,100.0,272.0,38.33,81.56
2,36.93,100.0,272.0,38.41,81.51
2,36.85,100.0,272.0,38.39,81.5
2,36.77,100.0,272.0,38.41,81.48
2,36.62,100.0,272.0,38.39,81.45
2,36.55,100.0,272.0,38.43,81.44
2,36.5,100.0,272.0,38.39,81.43
2,36.35,100.0,272.0,38.48,81.4
2,36.43,100.0,272.0,38.45,81.41
2,36.46,100.0,272.0,38.33,81.42
2,36.67,100.0,272.0,38.3,81.46
2,36.94,100.0,272.0,38.21,81.52
2,37.09,100.0,272.0,38.34,81.55
2,37.34,100.0,272.0,38.51,81.6
2,37.72,100.0,272.0,38.48,81.67
2,38.13,100.0,272.0,38.55,81.75
2,38.51,100.0,272.0,38.63,81.82
2,38.93,100.0,272.0,38.54,81.89
2,39.35,100.0,272.0,38.69,81.97
2,39.95,100.0,272.0,38.85,82.07
2,40.59,100.0,272.0,38.8,82.18
2,41.14,100.0,272.0,38.87,82.27
2,41.84,100.0,272.0,38.95,82.38
2,42.6,100.0,272.0,38.97,82.49
2,43.14,100.0,272.0,39.04,82.57
2,43.74,100.0,272.0,38.96,82.66
2,44.35,100.0,272.0,38.93,82.75
2,44.98,100.0,272.0,38.97,82.83
2,45.72,100.0,272.0,38.97,82.93
2,46.54,100.0,272.0,38.98,83.04
2,47.4,100.0,272.0,39.03,83.14
2,48.14,100.0,272.0,38.98,83.23
2,48.86,100.0,272.0,39.0,83.31
2,49.64,100.0,272.0,39.06,83.4
2,50.35,100.0,272.0,39.08,83.48
2,51.14,100.0,272.0,39.34,83.56
2,51.96,100.0,272.0,39.32,83.65
2,52.7,100.0,272.0,39.3,83.72
2,53.54,100.0,272.0,39.32,83.8
2,54.33,100.0,272.0,39.33,83.87
2,55.17,100.0,272.0,39.38,83.95
2,55.92,100.0,272.0,39.46,84.02
2,56.64,100.0,272.0,39.51,84.08
2,57.46,100.0,272.0,39.52,84.15
2,58.15,100.0,272.0,39.63,84.2
2,58.83,100.0,272.0,39.71,84.26
2,59.6,100.0,272.0,39.86,84.32
2,60.24,100.0,272.0,39.74,84.36
2,60.81,100.0,272.0,39.76,84.41
2,61.42,100.0,272.0,39.74,84.45
2,62.17,100.0,272.0,39.68,84.5
2,62.72,100.0,272.0,39.64,84.54
2,63.34,100.0,272.0,39.59,84.59
2,63.88,100.0,272.0,39.72,84.62
2,64.28,100.0,272.0,39.72,84.65
2,64.88,100.0,272.0,39.82,84.69
2,65.4,100.0,272.0,39.85,84.72
2,66.03,100.0,272.0,39.96,84.76
2,66.56,100.0,272.0,39.95,84.79
2,66.97,100.0,272.0,39.87,84.82
2,67.52,100.0,272.0,39.87,84.85
2,67.86,100.0,272.0,39.9,84.87
2,68.23,100.0,272.0,39.87,84.89
2,68.55,100.0,272.0,39.89,84.91
2,68.88,100.0,272.0,39.93,84.93
2,69.28,100.0,272.0,39.86,84.95
2,69.62,100.0,272.0,39.88,84.97
2,69.88,100.0,272.0,39.66,84.99
2,70.04,100.0,272.0,39.58,85.0
2,70.29,100.0,272.0,39.5,85.01
2,70.53,100.0,272.0,39.44,85.02
2,70.76,100.0,272.0,39.48,85.04
2,70.89,100.0,272.0,39.57,85.04
2,70.95,100.0,272.0,39.53,85.05
2,71.08,100.0,272.0,39.51,85.05
2,71.22,100.0,272.0,39.66,85.06
2,71.18,100.0,272.0,39.9,85.06
2,71.19,100.0,272.0,39.85,85.06
2,71.12,100.0,272.0,39.79,85.06
2,71.04,100.0,272.0,39.75,85.05
2,70.99,100.0,272.0,39.75,85.05
2,70.88,100.0,272.0,39.76,85.04
2,70.76,100.0,272.0,39.8,85.04
2,70.74,100.0,272.0,39.81,85.03
2,70.69,100.0,272.0,39.83,85.03
2,70.55,100.0,272.0,39.88,85.02
2,70.47,100.0,272.0,39.76,85.02
2,70.3,100.0,272.0,39.73,85.01
2,70.13,100.0,272.0,39.77,85.0
2,69.99,100.0,272.0,39.78,84.99
2,69.83,100.0,272.0,39.69,84.98
2,69.58,100.0,272.0,39.84,84.97
2,69.4,100.0,272.0,40.01,84.96
2,69.12,100.0,272.0,40.1,84.9
2,68.71,100.0,272.0,39.95,84.92
2,68.34,100.0,272.0,39.88,84.9
2,68.03,100.0,272.0,39.88,84.88
2,67.5,100.0,272.0,39.94,84.85
2,67.02,100.0,272.0,39.89,84.82
2,66.56,100.0,272.0,39.82,84.79
2,66.18,100.0,272.0,39.89,84.77
2,65.78,100.0,272.0,39.98,84.75
2,65.27,100.0,272.0,39.92,84.71
2,64.65,100.0,272.0,39.76,84.67
2,64.17,100.0,272.0,39.66,84.64
2,63.77,100.0,272.0,39.8,84.61
2,63.35,100.0,272.0,39.84,84.59
2,62.79,100.0,272.0,39.94,84.55
2,62.45,100.0,272.0,39.91,84.52
2,62.02,100.0,272.0,39.86,84.49
2,61.56,100.0,272.0,39.86,84.46
2,61.11,100.0,272.0,39.88,84.43
2,60.71,100.0,272.0,39.85,84.4
2,60.38,100.0,272.0,39.8,84.38
2,59.84,100.0,272.0,39.72,84.33
2,59.4,100.0,272.0,39.71,84.3
2,59.11,100.0,272.0,39.78,84.28
2,58.83,100.0,272.0,39.9,84.26
2,58.52,100.0,272.0,39.99,84.23
2,58.17,100.0,272.0,40.14,84.15
2,57.92,100.0,272.0,40.12,84.13
2,57.74,100.0,272.0,40.14,84.11
2,57.61,100.0,272.0,40.27,84.05
2,57.37,100.0,272.0,40.26,84.03
2,57.14,100.0,272.0,40.29,84.0
2,57.05,100.0,272.0,40.34,83.97
2,56.85,100.0,272.0,40.48,83.9
2,56.63,100.0,272.0,40.46,83.89
2,56.55,100.0,272.0,40.57,83.83
2,56.42,100.0,272.0,40.52,83.84
2,56.32,100.0,272.0,40.64,83.78
2,56.22,100.0,272.0,40.76,83.72
2,56.23,100.0,272.0,40.77,83.72
2,56.26,100.0,272.0,40.79,83.71
2,56.29,100.0,272.0,40.92,83.66
2,56.38,100.0,272.0,40.84,83.7
2,56.5,100.0,272.0,40.85,83.71
2,56.51,100.0,272.0,40.83,83.72
2,56.61,100.0,272.0,40.81,83.74
2,56.7,100.0,272.0,40.74,83.77
2,56.9,100.0,272.0,40.96,83.7
2,57.17,100.0,272.0,41.05,83.68
2,57.38,100.0,272.0,41.02,83.71
2,57.71,100.0,272.0,41.04,83.73
2,57.91,100.0,272.0,41.1,83.72
2,58.08,100.0,272.0,40.97,83.79
2,58.36,100.0,272.0,41.03,83.79
2,58.69,100.0,272.0,41.0,83.83
2,59.01,100.0,272.0,41.14,83.79
2,59.33,100.0,272.0,41.14,83.82
2,59.69,100.0,272.0,41.26,83.79
2,59.96,100.0,272.0,41.31,83.79
2,60.38,100.0,272.0,41.26,83.84
2,60.67,100.0,272.0,41.34,83.83
2,61.09,100.0,272.0,41.32,83.87
2,61.45,100.0,272.0,41.4,83.86
2,62.04,100.0,272.0,41.41,83.9
2,62.32,100.0,272.0,41.33,83.96
2,62.71,100.0,272.0,41.32,83.99
2,63.05,100.0,272.0,41.42,83.97
2,63.51,100.0,272.0,41.34,84.04
2,63.88,100.0,272.0,41.37,84.05
2,64.24,100.0,272.0,41.33,84.09
2,64.53,100.0,272.0,41.33,84.11
2,64.82,100.0,272.0,41.37,84.11
2,65.17,100.0,272.0,41.49,84.08
2,65.49,100.0,272.0,41.53,84.08
2,65.68,100.0,272.0,41.58,84.07
2,65.96,100.0,272.0,41.51,84.12
2,66.34,100.0,272.0,41.59,84.11
2,66.6,100.0,272.0,41.68,84.09
2,66.89,100.0,272.0,41.64,84.13
2,67.15,100.0,272.0,41.63,84.14
2,67.39,100.0,272.0,41.71,84.13
2,67.63,100.0,272.0,41.68,84.15
2,67.82,100.0,272.0,41.75,84.13
2,68.13,100.0,272.0,41.77,84.14
2,68.23,100.0,272.0,41.79,84.14
2,68.36,100.0,272.0,41.69,84.19
2,68.5,100.0,272.0,41.59,84.24
2,68.57,100.0,272.0,41.51,84.28
2,68.67,100.0,272.0,41.42,84.32
2,68.71,100.0,272.0,41.41,84.33
2,68.77,100.0,272.0,41.51,84.29
2,68.85,100.0,272.0,41.59,84.26
2,68.8,100.0,272.0,41.69,84.21
2,68.7,100.0,272.0,41.72,84.2
2,68.58,100.0,272.0,41.73,84.18
2,68.4,100.0,272.0,41.74,84.17
2,68.3,100.0,272.0,41.64,84.21
2,68.23,100.0,272.0,41.66,84.19
2,68.02,100.0,272.0,41.75,84.15
2,67.83,100.0,272.0,41.71,84.15
2,67.67,100.0,272.0,41.68,84.16
2,67.55,100.0,272.0,41.49,84.23
2,67.37,100.0,272.0,41.51,84.21
2,67.12,100.0,272.0,41.59,84.16
2,66.95,100.0,272.0,41.5,84.19
2,66.77,100.0,272.0,41.56,84.15
2,66.67,100.0,272.0,41.58,84.14
2,66.49,100.0,272.0,41.49,84.16
2,66.24,100.0,272.0,41.48,84.15
2,66.07,100.0,272.0,41.5,84.13
2,65.88,100.0,272.0,41.53,84.11
2,65.68,100.0,272.0,41.58,84.08
2,65.52,100.0,272.0,41.59,84.06
2,65.35,100.0,272.0,41.73,83.99
2,65.06,100.0,272.0,41.86,83.92
2,64.79,100.0,272.0,41.84,83.91
2,64.56,100.0,272.0,41.94,83.85
2,64.3,100.0,272.0,41.97,83.82
2,64.03,100.0,272.0,41.99,83.8
2,63.69,100.0,272.0,42.06,83.74
2,63.36,100.0,272.0,42.02,83.74
2,63.05,100.0,272.0,42.03,83.71
2,62.84,100.0,272.0,42.09,83.67
2,62.68,100.0,272.0,42.06,83.67
2,62.4,100.0,272.0,42.05,83.66
2,62.02,100.0,272.0,41.98,83.66
2,61.63,100.0,272.0,41.99,83.63
2,61.34,100.0,272.0,41.99,83.61
2,61.03,100.0,272.0,42.0,83.58
2,60.72,100.0,272.0,42.02,83.55
2,60.34,100.0,272.0,42.0,83.53
2,60.12,100.0,272.0,41.97,83.53
2,59.85,100.0,272.0,42.07,83.46
2,59.66,100.0,272.0,42.03,83.47
2,59.45,100.0,272.0,41.96,83.48
2,59.24,100.0,272.0,41.98,83.46
2,59.08,100.0,272.0,42.05,83.41
2,58.87,100.0,272.0,42.01,83.42
2,58.63,100.0,272.0,41.93,83.43
2,58.56,100.0,272.0,41.81,83.47
2,58.4,100.0,272.0,41.73,83.5
2,58.23,100.0,272.0,41.74,83.48
2,58.05,100.0,272.0,41.9,83.4
2,57.97,100.0,272.0,42.01,83.35
2,57.91,100.0,272.0,41.8,83.43
2,57.83,100.0,272.0,41.72,83.46
2,57.72,100.0,272.0,41.72,83.44
2,57.72,100.0,272.0,41.69,83.46
2,57.77,100.0,272.0,41.62,83.49
2,57.8,100.0,272.0,41.63,83.49
2,57.75,100.0,272.0,41.45,83.56
2,57.89,100.0,272.0,41.46,83.57
2,58.0,100.0,272.0,41.51,83.56
2,58.1,100.0,272.0,41.36,83.63
2,58.25,100.0,272.0,41.25,83.69
2,58.33,100.0,272.0,41.19,83.72
2,58.54,100.0,272.0,41.31,83.68
2,58.81,100.0,272.0,41.3,83.71
2,59.01,100.0,272.0,41.2,83.77
2,59.24,100.0,272.0,41.15,83.81
2,59.38,100.0,272.0,41.1,83.84
2,59.57,100.0,272.0,41.24,83.79
2,59.72,100.0,272.0,41.12,83.85
2,59.84,100.0,272.0,41.1,83.87
2,60.03,100.0,272.0,41.11,83.88
2,60.18,100.0,272.0,41.05,83.92
2,60.46,100.0,272.0,41.1,83.92
2,60.6,100.0,272.0,41.14,83.91
2,60.66,100.0,272.0,41.06,83.95
2,60.73,100.0,272.0,41.03,83.97
2,61.02,100.0,272.0,41.12,83.95
2,61.25,100.0,272.0,41.15,83.96
2,61.48,100.0,272.0,41.14,83.98
2,61.64,100.0,272.0,41.1,84.0
2,61.76,100.0,272.0,41.17,83.98
2,62.01,100.0,272.0,41.15,84.01
2,62.19,100.0,272.0,41.14,84.03
2,62.48,100.0,272.0,41.24,84.01
2,62.72,100.0,272.0,41.11,84.08
2,62.95,100.0,272.0,41.06,84.11
2,63.09,100.0,272.0,41.03,84.14
2,63.31,100.0,272.0,41.08,84.13
2,63.51,100.0,272.0,41.17,84.11
2,63.8,100.0,272.0,41.23,84.1
2,64.14,100.0,272.0,41.36,84.07
2,64.35,100.0,272.0,41.38,84.07
2,64.69,100.0,272.0,41.39,84.09
2,64.98,100.0,272.0,41.32,84.14
2,65.18,100.0,272.0,41.23,84.19
2,65.46,100.0,272.0,41.02,84.29
2,65.7,100.0,272.0,40.98,84.33
2,65.92,100.0,272.0,40.95,84.36
2,66.18,100.0,272.0,41.15,84.29
2,66.51,100.0,272.0,41.26,84.26
2,66.73,100.0,272.0,41.25,84.28
2,67.05,100.0,272.0,41.28,84.28
2,67.2,100.0,272.0,41.24,84.31
2,67.59,100.0,272.0,41.38,84.28
2,67.79,100.0,272.0,41.43,84.27
2,67.99,100.0,272.0,41.36,84.31
2,68.17,100.0,272.0,41.46,84.28
2,68.43,100.0,272.0,41.3,84.36
2,68.53,100.0,272.0,41.22,84.4
2,68.69,100.0,272.0,41.28,84.38
2,68.97,100.0,272.0,41.28,84.4
2,69.12,100.0,272.0,41.22,84.43
2,69.21,100.0,272.0,41.12,84.48
2,69.26,100.0,272.0,41.01,84.53
2,69.37,100.0,272.0,41.05,84.52
2,69.28,100.0,272.0,41.08,84.5
2,69.27,100.0,272.0,41.09,84.5
2,69.29,100.0,272.0,41.08,84.5
2,69.23,100.0,272.0,41.14,84.47
2,69.24,100.0,272.0,41.12,84.48
2,69.22,100.0,272.0,41.01,84.53
2,69.2,100.0,272.0,41.0,84.53
2,69.1,100.0,272.0,41.0,84.53
2,68.96,100.0,272.0,40.9,84.56
2,68.77,100.0,272.0,41.02,84.49
2,68.6,100.0,272.0,41.18,84.42
2,68.39,100.0,272.0,41.07,84.45
2,68.12,100.0,272.0,41.05,84.45
2,67.88,100.0,272.0,41.07,84.42
2,67.58,100.0,272.0,41.04,84.42
2,67.19,100.0,272.0,40.93,84.44
2,66.97,100.0,272.0,41.02,84.39
2,66.59,100.0,272.0,40.96,84.39
2,66.25,100.0,272.0,40.92,84.39
2,65.8,100.0,272.0,40.96,84.34
2,65.38,100.0,272.0,40.97,84.31
2,64.88,100.0,272.0,41.13,84.21
2,64.46,100.0,272.0,41.21,84.15
2,63.91,100.0,272.0,41.36,84.05
2,63.31,100.0,272.0,41.37,84.01
2,62.73,100.0,272.0,41.39,83.96
2,62.11,100.0,272.0,41.34,83.94
2,61.52,100.0,272.0,41.46,83.85
2,60.91,100.0,272.0,41.48,83.79
2,60.23,100.0,272.0,41.53,83.72
2,59.55,100.0,272.0,41.6,83.64
2,58.83,100.0,272.0,41.65,83.56
2,58.13,100.0,272.0,41.57,83.54
2,57.38,100.0,272.0,41.56,83.48
2,56.59,100.0,272.0,41.57,83.42
2,55.83,100.0,272.0,41.55,83.36
2,55.08,100.0,272.0,41.46,83.33
2,54.33,100.0,272.0,41.57,83.21
2,53.47,100.0,272.0,41.57,83.13
2,52.74,100.0,272.0,41.68,83.02
2,52.06,100.0,272.0,41.67,82.95
2,51.41,100.0,272.0,41.5,82.96
2,50.8,100.0,272.0,41.6,82.85
2,50.2,100.0,272.0,41.62,82.78
2,49.55,100.0,272.0,41.76,82.65
2,48.84,100.0,272.0,41.67,82.61
2,48.18,100.0,272.0,41.65,82.54
2,47.64,100.0,272.0,41.72,82.45
2,47.0,100.0,272.0,41.77,82.35
2,46.31,100.0,272.0,41.84,82.24
2,45.69,100.0,272.0,41.86,82.15
2,45.05,100.0,272.0,41.73,82.12
2,44.5,100.0,272.0,41.7,82.05
2,44.06,100.0,272.0,41.71,81.99
2,43.42,100.0,272.0,41.74,81.89
2,42.89,100.0,272.0,41.83,81.77
2,42.29,100.0,272.0,41.87,81.66
2,41.82,100.0,272.0,41.83,81.61
2,41.4,100.0,272.0,41.77,81.57
2,41.01,100.0,272.0,41.75,81.51
2,40.54,100.0,272.0,41.68,81.47
2,40.08,100.0,272.0,41.69,81.38
2,39.72,100.0,272.0,41.86,81.25
2,39.42,100.0,272.0,41.95,81.16
2,39.12,100.0,272.0,41.86,81.14
2,38.73,100.0,272.0,41.77,81.11
2,38.44,100.0,272.0,41.67,81.1
2,38.2,100.0,272.0,41.68,81.05
2,38.06,100.0,272.0,41.79,80.98
2,37.76,100.0,272.0,41.93,80.86
2,37.65,100.0,272.0,41.84,80.88
2,37.45,100.0,272.0,42.0,80.78
2,37.27,100.0,272.0,41.99,80.75
2,37.17,100.0,272.0,42.01,80.72
2,37.12,100.0,272.0,41.98,80.72
2,37.04,100.0,272.0,41.93,80.72
2,36.94,100.0,272.0,41.83,80.75
2,37.05,100.0,272.0,41.99,80.7
2,37.17,100.0,272.0,42.04,80.71
2,37.18,100.0,272.0,41.99,80.73
2,37.26,100.0,272.0,41.99,80.74
2,37.27,100.0,272.0,41.89,80.79
2,37.35,100.0,272.0,41.79,80.85
2,37.48,100.0,272.0,41.78,80.87
2,37.75,100.0,272.0,41.73,80.95
2,37.97,100.0,272.0,41.56,81.06
2,38.03,100.0,272.0,41.47,81.11
2,38.19,100.0,272.0,41.37,81.18
2,38.31,100.0,272.0,41.44,81.17
2,38.54,100.0,272.0,41.47,81.21
2,38.82,100.0,272.0,41.38,81.29
2,39.04,100.0,272.0,41.39,81.33
2,39.39,100.0,272.0,41.49,81.35
2,39.61,100.0,272.0,41.5,81.38
2,39.92,100.0,272.0,41.49,81.44
2,40.16,100.0,272.0,41.55,81.46
2,40.44,100.0,272.0,41.58,81.49
2,40.69,100.0,272.0,41.71,81.48
2,41.02,100.0,272.0,41.7,81.53
2,41.18,100.0,272.0,41.79,81.52
2,41.48,100.0,272.0,41.93,81.51
2,41.72,100.0,272.0,41.85,81.58
2,41.98,100.0,272.0,41.73,81.67
2,42.25,100.0,272.0,41.7,81.73
2,42.62,100.0,272.0,41.82,81.73
2,42.99,100.0,272.0,41.87,81.77
2,43.31,100.0,272.0,41.97,81.77
2,43.62,100.0,272.0,41.93,81.83
2,43.85,100.0,272.0,42.01,81.83
2,44.13,100.0,272.0,41.96,81.89
2,44.37,100.0,272.0,42.06,81.88
2,44.58,100.0,272.0,42.06,81.91
2,44.91,100.0,272.0,41.94,82.01
2,45.23,100.0,272.0,41.97,82.04
2,45.47,100.0,272.0,41.87,82.11
2,45.63,100.0,272.0,41.93,82.11
2,45.92,100.0,272.0,42.01,82.11
2,46.21,100.0,272.0,42.1,82.11
2,46.41,100.0,272.0,42.08,82.14
2,46.66,100.0,272.0,42.17,82.14
2,46.78,100.0,272.0,42.09,82.19
2,46.97,100.0,272.0,42.0,82.25
2,47.1,100.0,272.0,42.03,82.25
2,47.28,100.0,272.0,42.09,82.25
2,47.5,100.0,272.0,42.1,82.27
2,47.63,100.0,272.0,42.14,82.27
2,47.64,100.0,272.0,42.23,82.23
2,47.63,100.0,272.0,42.21,82.24
2,47.59,100.0,272.0,42.17,82.25
2,47.59,100.0,272.0,42.21,82.24
2,47.53,100.0,272.0,42.19,82.24
2,47.44,100.0,272.0,42.13,82.25
2,47.24,100.0,272.0,42.1,82.24
2,47.22,100.0,272.0,42.24,82.18
2,47.12,100.0,272.0,42.19,82.19
2,47.03,100.0,272.0,42.01,82.25
2,46.81,100.0,272.0,42.01,82.22
2,46.63,100.0,272.0,42.03,82.19
2,46.46,100.0,272.0,41.99,82.19
2,46.07,100.0,272.0,41.87,82.19
2,45.96,100.0,272.0,41.8,82.2
2,45.69,100.0,272.0,41.91,82.12
2,45.4,100.0,272.0,41.94,82.07
2,45.08,100.0,272.0,41.91,82.05
2,44.72,100.0,272.0,41.8,82.04
2,44.3,100.0,272.0,41.91,81.94
2,43.97,100.0,272.0,42.02,81.85
2,43.46,100.0,272.0,42.11,81.73
2,42.99,100.0,272.0,42.09,81.67
2,42.56,100.0,272.0,42.2,81.56
2,42.06,100.0,272.0,42.09,81.53
2,41.38,100.0,272.0,42.16,81.4
2,40.84,100.0,272.0,42.12,81.33
2,40.22,100.0,272.0,42.04,81.26
2,39.6,100.0,272.0,41.94,81.2
2,39.07,100.0,272.0,41.88,81.13
2,38.47,100.0,272.0,41.91,81.01
2,37.82,100.0,272.0,42.08,80.81
2,37.3,100.0,272.0,42.28,80.63
2,36.71,100.0,272.0,42.29,80.51
2,36.09,100.0,272.0,42.34,80.36
2,35.48,100.0,272.0,42.27,80.26
2,34.78,100.0,272.0,42.31,80.09
2,34.15,100.0,272.0,42.25,79.97
2,33.44,100.0,272.0,42.18,79.83
2,32.8,100.0,272.0,42.12,79.7
2,32.24,100.0,272.0,42.16,79.54
2,31.54,100.0,272.0,42.16,79.35
2,30.96,100.0,272.0,42.17,79.19
2,30.43,100.0,272.0,42.27,78.99
2,29.93,100.0,272.0,42.39,78.79
2,29.46,100.0,272.0,42.44,78.62
2,28.73,100.0,272.0,42.45,78.38
2,28.06,100.0,272.0,42.57,78.11
2,27.45,100.0,272.0,42.54,77.9
2,26.82,100.0,272.0,42.64,77.63
2,26.26,100.0,272.0,42.8,77.34
2,25.69,100.0,272.0,42.8,77.11
2,25.08,100.0,272.0,42.86,76.83
2,24.65,100.0,272.0,42.96,76.6
2,24.09,100.0,272.0,42.88,76.38
2,23.61,100.0,272.0,42.92,76.13
2,23.13,100.0,272.0,42.92,75.9
2,22.53,100.0,272.0,42.89,75.59
2,21.93,100.0,272.0,43.02,75.2
2,21.44,100.0,272.0,43.16,74.87
2,21.07,100.0,272.0,43.13,74.66
2,20.7,100.0,272.0,43.03,74.47
2,20.33,100.0,272.0,42.96,74.26
2,19.93,99.59,271.91,42.97,74.04
2,19.6,99.36,271.78,43.11,73.79
2,19.27,98.36,271.44,43.0,73.73
2,18.95,97.79,271.03,42.89,73.63
2,18.67,97.47,270.6,42.96,73.44
2,18.42,96.52,270.03,42.9,73.42
2,18.25,95.16,269.24,42.74,73.55
2,18.1,94.49,268.41,42.71,73.57
2,17.99,93.93,267.58,42.84,73.54
2,17.84,92.76,266.62,42.73,73.66
2,17.73,92.17,265.66,42.65,73.72
2,17.63,91.83,264.77,42.56,73.77
2,17.48,90.66,263.76,42.5,73.87
2,17.54,89.92,262.73,42.7,73.97
2,17.47,89.59,261.77,42.75,73.99
2,17.54,89.27,260.89,42.73,74.14
2,17.55,88.96,260.08,42.66,74.27
2,17.54,88.69,259.32,42.66,74.33
2,17.57,88.57,258.65,42.71,74.4
2,17.69,88.43,258.05,42.61,74.58
2,17.73,88.26,257.5,42.63,74.66
2,17.84,88.09,257.0,42.64,74.8
2,18.01,88.49,256.66,42.7,74.88
2,18.19,88.78,256.43,42.77,74.97
2,18.45,88.85,256.26,42.86,75.13
2,18.7,89.77,256.32,43.0,75.14
2,18.95,90.47,256.53,42.94,75.25
2,19.25,91.11,256.85,43.07,75.31
2,19.57,92.03,257.33,43.06,75.4
2,19.89,93.25,258.01,43.05,75.44
2,20.23,94.49,258.87,43.04,75.47
2,20.57,95.78,259.89,43.08,75.46
2,20.92,97.59,261.16,43.06,75.4
2,21.37,99.39,262.65,43.15,75.34
2,21.78,100.0,264.05,43.01,75.5
2,22.26,100.0,265.25,42.97,75.72
2,22.71,100.0,266.26,42.95,75.92
2,23.03,100.0,267.12,42.9,76.06
2,23.44,100.0,267.85,42.98,76.2
2,23.85,100.0,268.47,42.93,76.39
2,24.24,100.0,269.0,43.04,76.51
2,24.72,100.0,269.45,43.11,76.68
2,25.16,100.0,269.83,43.13,76.84
2,25.59,100.0,270.16,43.15,77.0
2,26.08,100.0,270.44,43.1,77.21
2,26.57,100.0,270.67,43.21,77.34
2,27.15,100.0,270.87,43.17,77.57
